ID,index,GEE_ID,LANDSAT_PRODUCT_ID,SPACECRAFT_ID,SENSOR_ID,Date,Time,WRS_TYPE,WRS_PATH,WRS_ROW,CloudCover,SunAzimuth,SunElevation,SunZenith,RemainAfterPreprocess,Period,CountValidPixel,Percentile
587,LE07_121045_20070927,LANDSAT/LE07/C02/T1_L2/LE07_121045_20070927,LE07_L2SP_121045_20070927_20200913_02_T1,LANDSAT_7,ETM,27/9/2007,02:36:05.8930791Z,2,121,45,6,131.40,56.94,33.06,No,,,
588,LT05_121044_20071005,LANDSAT/LT05/C02/T1_L2/LT05_121044_20071005,LT05_L2SP_121044_20071005_20200829_02_T1,LANDSAT_5,TM,5/10/2007,02:38:51.0140250Z,2,121,44,5,138.93,54.78,35.22,Yes,2005,240909,2
589,LE07_122044_20071020,LANDSAT/LE07/C02/T1_L2/LE07_122044_20071020,LE07_L2SP_122044_20071020_20200913_02_T1,LANDSAT_7,ETM,20/10/2007,02:41:57.7333637Z,2,122,44,0,144.33,50.17,39.83,Yes,2005,809424,59
590,LE07_122045_20071020,LANDSAT/LE07/C02/T1_L2/LE07_122045_20071020,LE07_L2SP_122045_20071020_20200913_02_T1,LANDSAT_7,ETM,20/10/2007,02:42:21.6316611Z,2,122,45,9,142.97,51.20,38.80,No,,,
591,LE07_121044_20071029,LANDSAT/LE07/C02/T1_L2/LE07_121044_20071029,LE07_L2SP_121044_20071029_20200913_02_T1,LANDSAT_7,ETM,29/10/2007,02:35:53.3035054Z,2,121,44,18,147.23,47.68,42.32,Yes,2005,247928,6
592,LE07_122044_20071105,LANDSAT/LE07/C02/T1_L2/LE07_122044_20071105,LE07_L2SP_122044_20071105_20200913_02_T1,LANDSAT_7,ETM,5/11/2007,02:42:08.5347353Z,2,122,44,16,148.94,45.77,44.23,No,,,
593,LE07_122045_20071105,LANDSAT/LE07/C02/T1_L2/LE07_122045_20071105,LE07_L2SP_122045_20071105_20200913_02_T1,LANDSAT_7,ETM,5/11/2007,02:42:32.4310074Z,2,122,45,27,147.86,46.88,43.12,No,,,
594,LE07_121044_20071114,LANDSAT/LE07/C02/T1_L2/LE07_121044_20071114,LE07_L2SP_121044_20071114_20200913_02_T1,LANDSAT_7,ETM,14/11/2007,02:36:02.8304119Z,2,121,44,0,150.48,43.44,46.56,Yes,2005,816753,62
595,LE07_121045_20071114,LANDSAT/LE07/C02/T1_L2/LE07_121045_20071114,LE07_L2SP_121045_20071114_20200913_02_T1,LANDSAT_7,ETM,14/11/2007,02:36:26.7256064Z,2,121,45,14,149.51,44.58,45.42,No,,,
596,LE07_122044_20071121,LANDSAT/LE07/C02/T1_L2/LE07_122044_20071121,LE07_L2SP_122044_20071121_20200913_02_T1,LANDSAT_7,ETM,21/11/2007,02:42:17.0650596Z,2,122,44,1,151.21,41.80,48.20,Yes,2005,658411,29
597,LE07_122045_20071121,LANDSAT/LE07/C02/T1_L2/LE07_122045_20071121,LE07_L2SP_122045_20071121_20200913_02_T1,LANDSAT_7,ETM,21/11/2007,02:42:40.9600124Z,2,122,45,6,150.29,42.94,47.06,No,,,
598,LE07_121044_20071130,LANDSAT/LE07/C02/T1_L2/LE07_121044_20071130,LE07_L2SP_121044_20071130_20200913_02_T1,LANDSAT_7,ETM,30/11/2007,02:36:09.9658539Z,2,121,44,0,151.57,39.96,50.04,Yes,2005,838808,68
599,LE07_121045_20071130,LANDSAT/LE07/C02/T1_L2/LE07_121045_20071130,LE07_L2SP_121045_20071130_20200913_02_T1,LANDSAT_7,ETM,30/11/2007,02:36:33.8613461Z,2,121,45,11,150.72,41.11,48.89,No,,,
600,LE07_122044_20071207,LANDSAT/LE07/C02/T1_L2/LE07_122044_20071207,LE07_L2SP_122044_20071207_20200913_02_T1,LANDSAT_7,ETM,7/12/2007,02:42:23.1704202Z,2,122,44,0,151.47,38.79,51.21,Yes,2005,756641,45
601,LE07_122045_20071207,LANDSAT/LE07/C02/T1_L2/LE07_122045_20071207,LE07_L2SP_122045_20071207_20200913_02_T1,LANDSAT_7,ETM,7/12/2007,02:42:47.0665476Z,2,122,45,12,150.64,39.94,50.06,No,,,
602,LE07_121044_20080101,LANDSAT/LE07/C02/T1_L2/LE07_121044_20080101,LE07_L2SP_121044_20080101_20200913_02_T1,LANDSAT_7,ETM,1/1/2008,02:36:17.1284675Z,2,121,44,0,148.77,37.00,53.00,Yes,2010,831184,58
603,LE07_121045_20080101,LANDSAT/LE07/C02/T1_L2/LE07_121045_20080101,LE07_L2SP_121045_20080101_20200913_02_T1,LANDSAT_7,ETM,1/1/2008,02:36:41.0275282Z,2,121,45,9,147.94,38.11,51.89,No,,,
604,LE07_121045_20080218,LANDSAT/LE07/C02/T1_L2/LE07_121045_20080218,LE07_L2SP_121045_20080218_20200912_02_T1,LANDSAT_7,ETM,18/2/2008,02:36:36.0218431Z,2,121,45,74,136.16,45.57,44.43,Yes,2010,685553,29
605,LT05_122044_20080304,LANDSAT/LT05/C02/T1_L2/LT05_122044_20080304,LT05_L2SP_122044_20080304_20200829_02_T1,LANDSAT_5,TM,4/3/2008,02:42:22.4310940Z,2,122,44,0,132.82,49.29,40.71,Yes,2010,1201160,89
606,LT05_122045_20080304,LANDSAT/LT05/C02/T1_L2/LT05_122045_20080304,LT05_L2SP_122045_20080304_20200829_02_T1,LANDSAT_5,TM,4/3/2008,02:42:46.4050000Z,2,122,45,0,131.29,50.09,39.91,No,,,
607,LE07_121044_20080305,LANDSAT/LE07/C02/T1_L2/LE07_121044_20080305,LE07_L2SP_121044_20080305_20200913_02_T1,LANDSAT_7,ETM,5/3/2008,02:36:06.7592686Z,2,121,44,0,132.31,49.54,40.46,Yes,2010,736944,46
608,LE07_121045_20080305,LANDSAT/LE07/C02/T1_L2/LE07_121045_20080305,LE07_L2SP_121045_20080305_20200913_02_T1,LANDSAT_7,ETM,5/3/2008,02:36:30.6543507Z,2,121,45,32,130.76,50.33,39.67,No,,,
609,LE07_122044_20080312,LANDSAT/LE07/C02/T1_L2/LE07_122044_20080312,LE07_L2SP_122044_20080312_20200912_02_T1,LANDSAT_7,ETM,12/3/2008,02:42:14.8358067Z,2,122,44,8,129.78,51.81,38.19,Yes,2010,698188,34
610,LE07_122045_20080312,LANDSAT/LE07/C02/T1_L2/LE07_122045_20080312,LE07_L2SP_122045_20080312_20200913_02_T1,LANDSAT_7,ETM,12/3/2008,02:42:38.7307982Z,2,122,45,29,128.06,52.54,37.46,No,,,
611,LE07_121044_20080508,LANDSAT/LE07/C02/T1_L2/LE07_121044_20080508,LE07_L2SP_121044_20080508_20200912_02_T1,LANDSAT_7,ETM,8/5/2008,02:35:58.2647795Z,2,121,44,15,99.39,65.66,24.34,Yes,2010,201840,6
612,LE07_122044_20080515,LANDSAT/LE07/C02/T1_L2/LE07_122044_20080515,LE07_L2SP_122044_20080515_20200912_02_T1,LANDSAT_7,ETM,15/5/2008,02:42:06.5897675Z,2,122,44,4,95.25,66.17,23.83,Yes,2010,763435,47
613,LE07_122045_20080515,LANDSAT/LE07/C02/T1_L2/LE07_122045_20080515,LE07_L2SP_122045_20080515_20200912_02_T1,LANDSAT_7,ETM,15/5/2008,02:42:30.4895192Z,2,122,45,5,91.88,66.04,23.96,No,,,
614,LT05_121044_20080516,LANDSAT/LT05/C02/T1_L2/LT05_121044_20080516,LT05_L2SP_121044_20080516_20200829_02_T1,LANDSAT_5,TM,16/5/2008,02:34:26.6640690Z,2,121,44,8,94.67,66.01,23.99,Yes,2010,1099693,98
615,LT05_121045_20080516,LANDSAT/LT05/C02/T1_L2/LT05_121045_20080516,LT05_L2SP_121045_20080516_20200829_02_T1,LANDSAT_5,TM,16/5/2008,02:34:50.6370690Z,2,121,45,1,91.31,65.86,24.14,No,,,
616,LT05_122045_20080624,LANDSAT/LT05/C02/T1_L2/LT05_122045_20080624,LT05_L2SP_122045_20080624_20200829_02_T1,LANDSAT_5,TM,24/6/2008,02:39:57.1610310Z,2,122,45,64,80.81,64.65,25.35,No,,,
617,LT05_121045_20080703,LANDSAT/LT05/C02/T1_L2/LT05_121045_20080703,LT05_L2SP_121045_20080703_20200829_02_T1,LANDSAT_5,TM,3/7/2008,02:33:31.2780560Z,2,121,45,10,81.85,64.16,25.84,Yes,2010,767742,54
618,LT05_121045_20080719,LANDSAT/LT05/C02/T1_L2/LT05_121045_20080719,LT05_L2SP_121045_20080719_20200829_02_T1,LANDSAT_5,TM,19/7/2008,02:33:03.7000060Z,2,121,45,53,86.57,63.39,26.61,No,,,
619,LT05_122044_20080726,LANDSAT/LT05/C02/T1_L2/LT05_122044_20080726,LT05_L2SP_122044_20080726_20200829_02_T1,LANDSAT_5,TM,26/7/2008,02:38:38.0220310Z,2,122,44,2,92.64,63.28,26.72,Yes,2010,1009101,74
620,LE07_121045_20080727,LANDSAT/LE07/C02/T1_L2/LE07_121045_20080727,LE07_L2SP_121045_20080727_20200912_02_T1,LANDSAT_7,ETM,27/7/2008,02:35:36.7150592Z,2,121,45,2,90.42,63.71,26.29,Yes,2010,589510,23
621,LT05_121044_20080804,LANDSAT/LT05/C02/T1_L2/LT05_121044_20080804,LT05_L2SP_121044_20080804_20200829_02_T1,LANDSAT_5,TM,4/8/2008,02:32:11.2680880Z,2,121,44,14,97.34,62.74,27.26,Yes,2010,960219,77
622,LT05_121045_20080804,LANDSAT/LT05/C02/T1_L2/LT05_121045_20080804,LT05_L2SP_121045_20080804_20200829_02_T1,LANDSAT_5,TM,4/8/2008,02:32:35.2410880Z,2,121,45,5,94.43,62.66,27.34,No,,,
623,LT05_121044_20080820,LANDSAT/LT05/C02/T1_L2/LT05_121044_20080820,LT05_L2SP_121044_20080820_20200829_02_T1,LANDSAT_5,TM,20/8/2008,02:31:43.9660000Z,2,121,44,2,107.33,61.46,28.54,Yes,2010,1068341,96
624,LT05_121045_20080820,LANDSAT/LT05/C02/T1_L2/LT05_121045_20080820,LT05_L2SP_121045_20080820_20200829_02_T1,LANDSAT_5,TM,20/8/2008,02:32:07.9380940Z,2,121,45,5,104.57,61.64,28.36,No,,,
625,LE07_121044_20080828,LANDSAT/LE07/C02/T1_L2/LE07_121044_20080828,LE07_L2SP_121044_20080828_20200913_02_T1,LANDSAT_7,ETM,28/8/2008,02:35:00.0300380Z,2,121,44,11,113.60,61.20,28.80,Yes,2010,147433,2
626,LT05_122044_20080912,LANDSAT/LT05/C02/T1_L2/LT05_122044_20080912,LT05_L2SP_122044_20080912_20200829_02_T1,LANDSAT_5,TM,12/9/2008,02:37:16.6210560Z,2,122,44,20,122.96,58.29,31.71,No,,,
627,LT05_121044_20080921,LANDSAT/LT05/C02/T1_L2/LT05_121044_20080921,LT05_L2SP_121044_20080921_20200829_02_T1,LANDSAT_5,TM,21/9/2008,02:30:49.5930940Z,2,121,44,14,128.68,56.52,33.48,Yes,2010,358292,19
628,LT05_122045_20080928,LANDSAT/LT05/C02/T1_L2/LT05_122045_20080928,LT05_L2SP_122045_20080928_20200829_02_T1,LANDSAT_5,TM,28/9/2008,02:37:11.1810810Z,2,122,45,25,130.89,55.74,34.26,Yes,2010,420963,16
629,LE07_121045_20080929,LANDSAT/LE07/C02/T1_L2/LE07_121045_20080929,LE07_L2SP_121045_20080929_20200913_02_T1,LANDSAT_7,ETM,29/9/2008,02:35:06.2666314Z,2,121,45,35,132.81,56.25,33.75,Yes,2010,683288,27
630,LT05_121044_20081023,LANDSAT/LT05/C02/T1_L2/LT05_121044_20081023,LT05_L2SP_121044_20081023_20200828_02_T1,LANDSAT_5,TM,23/10/2008,02:29:46.0080500Z,2,121,44,3,143.79,48.38,41.62,Yes,2010,974078,79
631,LT05_121045_20081023,LANDSAT/LT05/C02/T1_L2/LT05_121045_20081023,LT05_L2SP_121045_20081023_20200828_02_T1,LANDSAT_5,TM,23/10/2008,02:30:09.9810500Z,2,121,45,5,142.50,49.40,40.60,No,,,
632,LE07_121044_20081031,LANDSAT/LE07/C02/T1_L2/LE07_121044_20081031,LE07_L2SP_121044_20081031_20200913_02_T1,LANDSAT_7,ETM,31/10/2008,02:34:52.4741115Z,2,121,44,9,147.76,46.89,43.11,Yes,2010,138804,0
633,LT05_122044_20081115,LANDSAT/LT05/C02/T1_L2/LT05_122044_20081115,LT05_L2SP_122044_20081115_20200828_02_T1,LANDSAT_5,TM,15/11/2008,02:35:22.4510440Z,2,122,44,15,148.99,42.36,47.64,Yes,2010,485782,18
634,LT05_122045_20081115,LANDSAT/LT05/C02/T1_L2/LT05_122045_20081115,LT05_L2SP_122045_20081115_20200828_02_T1,LANDSAT_5,TM,15/11/2008,02:35:46.5670060Z,2,122,45,16,148.01,43.48,46.52,No,,,
635,LE07_121044_20081116,LANDSAT/LE07/C02/T1_L2/LE07_121044_20081116,LE07_L2SP_121044_20081116_20200912_02_T1,LANDSAT_7,ETM,16/11/2008,02:35:06.2749257Z,2,121,44,0,150.57,42.68,47.32,Yes,2010,763190,52
636,LE07_121045_20081116,LANDSAT/LE07/C02/T1_L2/LE07_121045_20081116,LE07_L2SP_121045_20081116_20200913_02_T1,LANDSAT_7,ETM,16/11/2008,02:35:30.1707295Z,2,121,45,6,149.62,43.81,46.19,No,,,
637,LT05_122044_20081201,LANDSAT/LT05/C02/T1_L2/LT05_122044_20081201,LT05_L2SP_122044_20081201_20200828_02_T1,LANDSAT_5,TM,1/12/2008,02:35:54.5950690Z,2,122,44,0,150.08,39.04,50.96,Yes,2010,1258290,100
638,LT05_122045_20081201,LANDSAT/LT05/C02/T1_L2/LT05_122045_20081201,LT05_L2SP_122045_20081201_20200828_02_T1,LANDSAT_5,TM,1/12/2008,02:36:18.5680630Z,2,122,45,4,149.22,40.17,49.83,No,,,
639,LE07_121044_20081202,LANDSAT/LE07/C02/T1_L2/LE07_121044_20081202,LE07_L2SP_121044_20081202_20200912_02_T1,LANDSAT_7,ETM,2/12/2008,02:35:17.8282430Z,2,121,44,0,151.37,39.38,50.62,Yes,2010,761511,50
640,LE07_121045_20081202,LANDSAT/LE07/C02/T1_L2/LE07_121045_20081202,LE07_L2SP_121045_20081202_20200912_02_T1,LANDSAT_7,ETM,2/12/2008,02:35:41.7241070Z,2,121,45,2,150.53,40.53,49.47,No,,,
641,LE07_122044_20081209,LANDSAT/LE07/C02/T1_L2/LE07_122044_20081209,LE07_L2SP_122044_20081209_20200912_02_T1,LANDSAT_7,ETM,9/12/2008,02:41:33.0150898Z,2,122,44,0,151.15,38.32,51.68,Yes,2010,839279,53
642,LE07_122045_20081209,LANDSAT/LE07/C02/T1_L2/LE07_122045_20081209,LE07_L2SP_122045_20081209_20200912_02_T1,LANDSAT_7,ETM,9/12/2008,02:41:56.9113422Z,2,122,45,0,150.33,39.47,50.53,No,,,
643,LT05_121044_20081210,LANDSAT/LT05/C02/T1_L2/LT05_121044_20081210,LT05_L2SP_121044_20081210_20200828_02_T1,LANDSAT_5,TM,10/12/2008,02:30:00.5180190Z,2,121,44,0,149.88,37.69,52.31,Yes,2010,926132,75
644,LT05_121045_20081210,LANDSAT/LT05/C02/T1_L2/LT05_121045_20081210,LT05_L2SP_121045_20081210_20200828_02_T1,LANDSAT_5,TM,10/12/2008,02:30:24.6330750Z,2,121,45,1,149.05,38.83,51.17,No,,,
645,LT05_122044_20081217,LANDSAT/LT05/C02/T1_L2/LT05_122044_20081217,LT05_L2SP_122044_20081217_20200828_02_T1,LANDSAT_5,TM,17/12/2008,02:36:23.8320000Z,2,122,44,0,149.38,36.95,53.05,Yes,2010,1243596,92
646,LT05_122045_20081217,LANDSAT/LT05/C02/T1_L2/LT05_122045_20081217,LT05_L2SP_122045_20081217_20200828_02_T1,LANDSAT_5,TM,17/12/2008,02:36:47.9470560Z,2,122,45,5,148.56,38.08,51.92,No,,,
647,LE07_121044_20081218,LANDSAT/LE07/C02/T1_L2/LE07_121044_20081218,LE07_L2SP_121044_20081218_20200912_02_T1,LANDSAT_7,ETM,18/12/2008,02:35:27.2589896Z,2,121,44,0,150.44,37.38,52.62,Yes,2010,752941,48
648,LE07_121045_20081218,LANDSAT/LE07/C02/T1_L2/LE07_121045_20081218,LE07_L2SP_121045_20081218_20200912_02_T1,LANDSAT_7,ETM,18/12/2008,02:35:51.1559954Z,2,121,45,34,149.63,38.52,51.48,No,,,
649,LT05_122044_20090102,LANDSAT/LT05/C02/T1_L2/LT05_122044_20090102,LT05_L2SP_122044_20090102_20200828_02_T1,LANDSAT_5,TM,2/1/2009,02:36:50.1110130Z,2,122,44,1,147.27,36.45,53.55,Yes,2010,1248561,97
650,LT05_122045_20090102,LANDSAT/LT05/C02/T1_L2/LT05_122045_20090102,LT05_L2SP_122045_20090102_20200828_02_T1,LANDSAT_5,TM,2/1/2009,02:37:14.0840000Z,2,122,45,34,146.44,37.53,52.47,No,,,
651,LE07_121044_20090103,LANDSAT/LE07/C02/T1_L2/LE07_121044_20090103,LE07_L2SP_121044_20090103_20200912_02_T1,LANDSAT_7,ETM,3/1/2009,02:35:33.7433291Z,2,121,44,12,148.16,36.99,53.01,Yes,2010,242045,10
652,LE07_122044_20090110,LANDSAT/LE07/C02/T1_L2/LE07_122044_20090110,LE07_L2SP_122044_20090110_20200912_02_T1,LANDSAT_7,ETM,10/1/2009,02:41:47.2461410Z,2,122,44,0,146.85,37.36,52.64,Yes,2010,872480,58
653,LE07_122045_20090110,LANDSAT/LE07/C02/T1_L2/LE07_122045_20090110,LE07_L2SP_122045_20090110_20200912_02_T1,LANDSAT_7,ETM,10/1/2009,02:42:11.1458111Z,2,122,45,0,145.99,38.44,51.56,No,,,
654,LT05_121044_20090111,LANDSAT/LT05/C02/T1_L2/LT05_121044_20090111,LT05_L2SP_121044_20090111_20200828_02_T1,LANDSAT_5,TM,11/1/2009,02:30:53.5030060Z,2,121,44,0,145.63,36.91,53.09,Yes,2010,916390,69
655,LT05_121045_20090111,LANDSAT/LT05/C02/T1_L2/LT05_121045_20090111,LT05_L2SP_121045_20090111_20200828_02_T1,LANDSAT_5,TM,11/1/2009,02:31:17.4760000Z,2,121,45,21,144.76,37.97,52.03,No,,,
656,LT05_122045_20090118,LANDSAT/LT05/C02/T1_L2/LT05_122045_20090118,LT05_L2SP_122045_20090118_20200828_02_T1,LANDSAT_5,TM,18/1/2009,02:37:39.7420060Z,2,122,45,2,143.25,38.68,51.32,Yes,2010,416829,13
657,LE07_121045_20090119,LANDSAT/LE07/C02/T1_L2/LE07_121045_20090119,LE07_L2SP_121045_20090119_20200912_02_T1,LANDSAT_7,ETM,19/1/2009,02:36:03.2634709Z,2,121,45,6,144.12,39.41,50.59,Yes,2010,702226,31
658,LT05_122044_20090203,LANDSAT/LT05/C02/T1_L2/LT05_122044_20090203,LT05_L2SP_122044_20090203_20200828_02_T1,LANDSAT_5,TM,3/2/2009,02:37:41.2860940Z,2,122,44,1,140.34,40.45,49.55,Yes,2010,1244276,95
659,LT05_122045_20090203,LANDSAT/LT05/C02/T1_L2/LT05_122045_20090203,LT05_L2SP_122045_20090203_20200828_02_T1,LANDSAT_5,TM,3/2/2009,02:38:05.4020690Z,2,122,45,1,139.28,41.42,48.58,No,,,
660,LE07_121044_20090204,LANDSAT/LE07/C02/T1_L2/LE07_121044_20090204,LE07_L2SP_121044_20090204_20200912_02_T1,LANDSAT_7,ETM,4/2/2009,02:35:43.4891457Z,2,121,44,18,141.13,41.28,48.72,No,,,
661,LE07_122045_20090211,LANDSAT/LE07/C02/T1_L2/LE07_122045_20090211,LE07_L2SP_122045_20090211_20200912_02_T1,LANDSAT_7,ETM,11/2/2009,02:42:22.8283284Z,2,122,45,2,138.09,43.92,46.08,Yes,2010,411762,11
662,LT05_121044_20090212,LANDSAT/LT05/C02/T1_L2/LT05_121044_20090212,LT05_L2SP_121044_20090212_20200827_02_T1,LANDSAT_5,TM,12/2/2009,02:31:44.1970000Z,2,121,44,12,137.94,42.64,47.36,No,,,
663,LE07_122044_20090315,LANDSAT/LE07/C02/T1_L2/LE07_122044_20090315,LE07_L2SP_122044_20090315_20200912_02_T1,LANDSAT_7,ETM,15/3/2009,02:42:16.3616685Z,2,122,44,3,128.89,52.75,37.25,Yes,2010,658986,29
664,LT05_121044_20090316,LANDSAT/LT05/C02/T1_L2/LT05_121044_20090316,LT05_L2SP_121044_20090316_20200828_02_T1,LANDSAT_5,TM,16/3/2009,02:32:29.6210560Z,2,121,44,10,127.52,52.44,37.56,No,,,
665,LE07_122044_20090502,LANDSAT/LE07/C02/T1_L2/LE07_122044_20090502,LE07_L2SP_122044_20090502_20200912_02_T1,LANDSAT_7,ETM,2/5/2009,02:42:31.4256202Z,2,122,44,2,103.55,65.11,24.89,Yes,2010,751542,39
666,LE07_122045_20090502,LANDSAT/LE07/C02/T1_L2/LE07_122045_20090502,LE07_L2SP_122045_20090502_20200912_02_T1,LANDSAT_7,ETM,2/5/2009,02:42:55.3246490Z,2,122,45,4,100.31,65.19,24.81,No,,,
667,LT05_121045_20090503,LANDSAT/LT05/C02/T1_L2/LT05_121045_20090503,LT05_L2SP_121045_20090503_20200827_02_T1,LANDSAT_5,TM,3/5/2009,02:33:51.5930560Z,2,121,45,6,99.20,64.70,25.30,Yes,2010,1009184,85
668,LT05_121045_20090604,LANDSAT/LT05/C02/T1_L2/LT05_121045_20090604,LT05_L2SP_121045_20090604_20200827_02_T1,LANDSAT_5,TM,4/6/2009,02:34:26.2780000Z,2,121,45,29,83.22,65.75,24.25,No,,,
669,LT05_121045_20090807,LANDSAT/LT05/C02/T1_L2/LT05_121045_20090807,LT05_L2SP_121045_20090807_20200827_02_T1,LANDSAT_5,TM,7/8/2009,02:35:31.7450560Z,2,121,45,61,96.46,63.23,26.77,Yes,2010,862009,60
670,LE07_122044_20090822,LANDSAT/LE07/C02/T1_L2/LE07_122044_20090822,LE07_L2SP_122044_20090822_20200911_02_T1,LANDSAT_7,ETM,22/8/2009,02:42:17.3739439Z,2,122,44,8,109.58,62.26,27.74,Yes,2010,656970,26
671,LE07_122045_20090822,LANDSAT/LE07/C02/T1_L2/LE07_122045_20090822,LE07_L2SP_122045_20090822_20200911_02_T1,LANDSAT_7,ETM,22/8/2009,02:42:41.2727677Z,2,122,45,9,106.74,62.50,27.50,No,,,
672,LT05_121044_20090823,LANDSAT/LT05/C02/T1_L2/LT05_121044_20090823,LT05_L2SP_121044_20090823_20200827_02_T1,LANDSAT_5,TM,23/8/2009,02:35:22.3270440Z,2,121,44,5,110.11,62.00,28.00,Yes,2010,873281,67
673,LT05_121045_20090823,LANDSAT/LT05/C02/T1_L2/LT05_121045_20090823,LT05_L2SP_121045_20090823_20200827_02_T1,LANDSAT_5,TM,23/8/2009,02:35:46.3000630Z,2,121,45,8,107.29,62.25,27.75,No,,,
674,LE07_121045_20090831,LANDSAT/LE07/C02/T1_L2/LE07_121045_20090831,LE07_L2SP_121045_20090831_20200911_02_T1,LANDSAT_7,ETM,31/8/2009,02:36:30.4351834Z,2,121,45,25,113.30,61.60,28.40,Yes,2010,722357,42
675,LE07_122044_20090907,LANDSAT/LE07/C02/T1_L2/LE07_122044_20090907,LE07_L2SP_122044_20090907_20200911_02_T1,LANDSAT_7,ETM,7/9/2009,02:42:17.0869895Z,2,122,44,13,120.92,60.17,29.83,Yes,2010,714037,37
676,LE07_122045_20090907,LANDSAT/LE07/C02/T1_L2/LE07_122045_20090907,LE07_L2SP_122045_20090907_20200911_02_T1,LANDSAT_7,ETM,7/9/2009,02:42:40.9868400Z,2,122,45,8,118.42,60.69,29.31,No,,,
677,LT05_121044_20090908,LANDSAT/LT05/C02/T1_L2/LT05_121044_20090908,LT05_L2SP_121044_20090908_20200825_02_T1,LANDSAT_5,TM,8/9/2009,02:35:36.1290690Z,2,121,44,14,121.49,59.92,30.08,Yes,2010,1000476,81
678,LT05_121045_20090908,LANDSAT/LT05/C02/T1_L2/LT05_121045_20090908,LT05_L2SP_121045_20090908_20200825_02_T1,LANDSAT_5,TM,8/9/2009,02:36:00.2450560Z,2,121,45,6,119.00,60.46,29.54,No,,,
679,LE07_121045_20091002,LANDSAT/LE07/C02/T1_L2/LE07_121045_20091002,LE07_L2SP_121045_20091002_20200911_02_T1,LANDSAT_7,ETM,2/10/2009,02:36:27.0475599Z,2,121,45,14,134.84,55.83,34.17,Yes,2010,798399,56
680,LE07_122045_20091009,LANDSAT/LE07/C02/T1_L2/LE07_122045_20091009,LE07_L2SP_122045_20091009_20200911_02_T1,LANDSAT_7,ETM,9/10/2009,02:42:32.4731695Z,2,122,45,17,138.56,54.11,35.89,Yes,2010,341836,5
681,LT05_121044_20091010,LANDSAT/LT05/C02/T1_L2/LT05_121044_20091010,LT05_L2SP_121044_20091010_20200825_02_T1,LANDSAT_5,TM,10/10/2009,02:35:59.1110630Z,2,121,44,3,140.62,52.89,37.11,Yes,2010,1066578,94
682,LT05_121045_20091010,LANDSAT/LT05/C02/T1_L2/LT05_121045_20091010,LT05_L2SP_121045_20091010_20200825_02_T1,LANDSAT_5,TM,10/10/2009,02:36:23.0840690Z,2,121,45,15,139.04,53.85,36.15,No,,,
683,LT05_122044_20091017,LANDSAT/LT05/C02/T1_L2/LT05_122044_20091017,LT05_L2SP_122044_20091017_20200825_02_T1,LANDSAT_5,TM,17/10/2009,02:42:14.0780880Z,2,122,44,17,143.61,50.99,39.01,Yes,2010,1116959,76
684,LE07_121044_20091018,LANDSAT/LE07/C02/T1_L2/LE07_121044_20091018,LE07_L2SP_121044_20091018_20200911_02_T1,LANDSAT_7,ETM,18/10/2009,02:36:07.4613262Z,2,121,44,0,144.01,50.73,39.27,Yes,2010,727369,44
685,LE07_121045_20091018,LANDSAT/LE07/C02/T1_L2/LE07_121045_20091018,LE07_L2SP_121045_20091018_20200911_02_T1,LANDSAT_7,ETM,18/10/2009,02:36:31.3600568Z,2,121,45,34,142.62,51.76,38.24,No,,,
686,LE07_122044_20091025,LANDSAT/LE07/C02/T1_L2/LE07_122044_20091025,LE07_L2SP_122044_20091025_20200911_02_T1,LANDSAT_7,ETM,25/10/2009,02:42:25.3421751Z,2,122,44,6,146.45,48.79,41.21,Yes,2010,490650,21
687,LE07_122045_20091025,LANDSAT/LE07/C02/T1_L2/LE07_122045_20091025,LE07_L2SP_122045_20091025_20200911_02_T1,LANDSAT_7,ETM,25/10/2009,02:42:49.2400513Z,2,122,45,14,145.20,49.86,40.14,No,,,
688,LT05_121044_20091026,LANDSAT/LT05/C02/T1_L2/LT05_121044_20091026,LT05_L2SP_121044_20091026_20200825_02_T1,LANDSAT_5,TM,26/10/2009,02:36:08.2780750Z,2,121,44,5,146.72,48.49,41.51,Yes,2010,254855,13
689,LT05_122044_20091102,LANDSAT/LT05/C02/T1_L2/LT05_122044_20091102,LT05_L2SP_122044_20091102_20200825_02_T1,LANDSAT_5,TM,2/11/2009,02:42:22.5450880Z,2,122,44,0,148.60,46.56,43.44,Yes,2010,1199706,87
690,LT05_122045_20091102,LANDSAT/LT05/C02/T1_L2/LT05_122045_20091102,LT05_L2SP_122045_20091102_20200825_02_T1,LANDSAT_5,TM,2/11/2009,02:42:46.6610690Z,2,122,45,20,147.47,47.67,42.33,No,,,
691,LE07_121044_20091103,LANDSAT/LE07/C02/T1_L2/LE07_121044_20091103,LE07_L2SP_121044_20091103_20200911_02_T1,LANDSAT_7,ETM,3/11/2009,02:36:22.9368388Z,2,121,44,7,148.88,46.32,43.68,Yes,2010,311116,17
692,LT05_122044_20091204,LANDSAT/LT05/C02/T1_L2/LT05_122044_20091204,LT05_L2SP_122044_20091204_20200825_02_T1,LANDSAT_5,TM,4/12/2009,02:42:37.8060380Z,2,122,44,3,151.75,39.29,50.71,Yes,2010,1177062,82
